,EXP_ID,GROUP_ID,INDIVIDUAL_ID,COMPOUND_NAME,COMPOUND_ABBREVIATION,COMPOUND_NO,SINGLE_REPEAT_TYPE,ADMINISTRATION_ROUTE_TYPE,SACRIFICE_PERIOD,DOSE,DOSE_UNIT,DOSE_LEVEL
3017583006,568,15,3,acetamidofluorene,AAF,00144,Single,Gavage,9 hr,1000,mg/kg,High
3017583007,568,15,5,acetamidofluorene,AAF,00144,Single,Gavage,9 hr,1000,mg/kg,High
3017583017,568,16,1,acetamidofluorene,AAF,00144,Single,Gavage,24 hr,1000,mg/kg,High
3017583018,568,16,3,acetamidofluorene,AAF,00144,Single,Gavage,24 hr,1000,mg/kg,High
3017583019,568,16,4,acetamidofluorene,AAF,00144,Single,Gavage,24 hr,1000,mg/kg,High
3017564001,569,1,1,acetamidofluorene,AAF,00144,Repeat,Gavage,4 day,0,mg/kg,Control
3017564002,569,1,4,acetamidofluorene,AAF,00144,Repeat,Gavage,4 day,0,mg/kg,Control
3017564003,569,1,5,acetamidofluorene,AAF,00144,Repeat,Gavage,4 day,0,mg/kg,Control
3017564013,569,2,1,acetamidofluorene,AAF,00144,Repeat,Gavage,8 day,0,mg/kg,Control
3017564014,569,2,2,acetamidofluorene,AAF,00144,Repeat,Gavage,8 day,0,mg/kg,Control
3017564015,569,2,4,acetamidofluorene,AAF,00144,Repeat,Gavage,8 day,0,mg/kg,Control
3017563025,569,3,1,acetamidofluorene,AAF,00144,Repeat,Gavage,15 day,0,mg/kg,Control
3017563026,569,3,2,acetamidofluorene,AAF,00144,Repeat,Gavage,15 day,0,mg/kg,Control
3017563027,569,3,5,acetamidofluorene,AAF,00144,Repeat,Gavage,15 day,0,mg/kg,Control
3017565025,569,4,2,acetamidofluorene,AAF,00144,Repeat,Gavage,29 day,0,mg/kg,Control
3017565026,569,4,3,acetamidofluorene,AAF,00144,Repeat,Gavage,29 day,0,mg/kg,Control
3017565027,569,4,5,acetamidofluorene,AAF,00144,Repeat,Gavage,29 day,0,mg/kg,Control
3017564004,569,5,1,acetamidofluorene,AAF,00144,Repeat,Gavage,4 day,30,mg/kg,Low
3017564005,569,5,3,acetamidofluorene,AAF,00144,Repeat,Gavage,4 day,30,mg/kg,Low
3017564006,569,5,5,acetamidofluorene,AAF,00144,Repeat,Gavage,4 day,30,mg/kg,Low
3017564016,569,6,1,acetamidofluorene,AAF,00144,Repeat,Gavage,8 day,30,mg/kg,Low
3017564017,569,6,2,acetamidofluorene,AAF,00144,Repeat,Gavage,8 day,30,mg/kg,Low
3017564018,569,6,4,acetamidofluorene,AAF,00144,Repeat,Gavage,8 day,30,mg/kg,Low
3017563028,569,7,1,acetamidofluorene,AAF,00144,Repeat,Gavage,15 day,30,mg/kg,Low
3017563029,569,7,3,acetamidofluorene,AAF,00144,Repeat,Gavage,15 day,30,mg/kg,Low
3017563030,569,7,5,acetamidofluorene,AAF,00144,Repeat,Gavage,15 day,30,mg/kg,Low
3017565028,569,8,3,acetamidofluorene,AAF,00144,Repeat,Gavage,29 day,30,mg/kg,Low
3017596001,569,8,4,acetamidofluorene,AAF,00144,Repeat,Gavage,29 day,30,mg/kg,Low
3017565029,569,8,5,acetamidofluorene,AAF,00144,Repeat,Gavage,29 day,30,mg/kg,Low
3017564007,569,9,1,acetamidofluorene,AAF,00144,Repeat,Gavage,4 day,100,mg/kg,Middle
3017564008,569,9,2,acetamidofluorene,AAF,00144,Repeat,Gavage,4 day,100,mg/kg,Middle
3017564009,569,9,3,acetamidofluorene,AAF,00144,Repeat,Gavage,4 day,100,mg/kg,Middle
3017564019,569,10,1,acetamidofluorene,AAF,00144,Repeat,Gavage,8 day,100,mg/kg,Middle
3017564020,569,10,2,acetamidofluorene,AAF,00144,Repeat,Gavage,8 day,100,mg/kg,Middle
3017564021,569,10,5,acetamidofluorene,AAF,00144,Repeat,Gavage,8 day,100,mg/kg,Middle
3017565019,569,11,2,acetamidofluorene,AAF,00144,Repeat,Gavage,15 day,100,mg/kg,Middle
3017565020,569,11,3,acetamidofluorene,AAF,00144,Repeat,Gavage,15 day,100,mg/kg,Middle
3017565021,569,11,4,acetamidofluorene,AAF,00144,Repeat,Gavage,15 day,100,mg/kg,Middle
3017596002,569,12,1,acetamidofluorene,AAF,00144,Repeat,Gavage,29 day,100,mg/kg,Middle
3017565030,569,12,2,acetamidofluorene,AAF,00144,Repeat,Gavage,29 day,100,mg/kg,Middle
3017566001,569,12,4,acetamidofluorene,AAF,00144,Repeat,Gavage,29 day,100,mg/kg,Middle
3017564010,569,13,1,acetamidofluorene,AAF,00144,Repeat,Gavage,4 day,300,mg/kg,High
3017564011,569,13,2,acetamidofluorene,AAF,00144,Repeat,Gavage,4 day,300,mg/kg,High
3017564012,569,13,5,acetamidofluorene,AAF,00144,Repeat,Gavage,4 day,300,mg/kg,High
3017564022,569,14,2,acetamidofluorene,AAF,00144,Repeat,Gavage,8 day,300,mg/kg,High
3017564023,569,14,4,acetamidofluorene,AAF,00144,Repeat,Gavage,8 day,300,mg/kg,High
3017564024,569,14,5,acetamidofluorene,AAF,00144,Repeat,Gavage,8 day,300,mg/kg,High
3017565022,569,15,1,acetamidofluorene,AAF,00144,Repeat,Gavage,15 day,300,mg/kg,High
3017565023,569,15,2,acetamidofluorene,AAF,00144,Repeat,Gavage,15 day,300,mg/kg,High
3017565024,569,15,5,acetamidofluorene,AAF,00144,Repeat,Gavage,15 day,300,mg/kg,High
3017566002,569,16,2,acetamidofluorene,AAF,00144,Repeat,Gavage,29 day,300,mg/kg,High
3017566003,569,16,3,acetamidofluorene,AAF,00144,Repeat,Gavage,29 day,300,mg/kg,High
3017566004,569,16,4,acetamidofluorene,AAF,00144,Repeat,Gavage,29 day,300,mg/kg,High
3017506019,570,1,1,nitrosodiethylamine,DEN,00145,Single,Gavage,3 hr,0,mg/kg,Control
3017506020,570,1,2,nitrosodiethylamine,DEN,00145,Single,Gavage,3 hr,0,mg/kg,Control
3017506021,570,1,5,nitrosodiethylamine,DEN,00145,Single,Gavage,3 hr,0,mg/kg,Control
3017507001,570,2,1,nitrosodiethylamine,DEN,00145,Single,Gavage,6 hr,0,mg/kg,Control
3017507002,570,2,2,nitrosodiethylamine,DEN,00145,Single,Gavage,6 hr,0,mg/kg,Control
3017507003,570,2,3,nitrosodiethylamine,DEN,00145,Single,Gavage,6 hr,0,mg/kg,Control
3017528014,570,3,2,nitrosodiethylamine,DEN,00145,Single,Gavage,9 hr,0,mg/kg,Control
3017528015,570,3,3,nitrosodiethylamine,DEN,00145,Single,Gavage,9 hr,0,mg/kg,Control
3017528016,570,3,4,nitrosodiethylamine,DEN,00145,Single,Gavage,9 hr,0,mg/kg,Control
3017528026,570,4,1,nitrosodiethylamine,DEN,00145,Single,Gavage,24 hr,0,mg/kg,Control
3017528027,570,4,2,nitrosodiethylamine,DEN,00145,Single,Gavage,24 hr,0,mg/kg,Control
3017528028,570,4,5,nitrosodiethylamine,DEN,00145,Single,Gavage,24 hr,0,mg/kg,Control
3017506022,570,5,1,nitrosodiethylamine,DEN,00145,Single,Gavage,3 hr,10,mg/kg,Low
3017526020,570,5,3,nitrosodiethylamine,DEN,00145,Single,Gavage,3 hr,10,mg/kg,Low
3017506024,570,5,5,nitrosodiethylamine,DEN,00145,Single,Gavage,3 hr,10,mg/kg,Low
3017507004,570,6,2,nitrosodiethylamine,DEN,00145,Single,Gavage,6 hr,10,mg/kg,Low
3017507005,570,6,3,nitrosodiethylamine,DEN,00145,Single,Gavage,6 hr,10,mg/kg,Low
3017507006,570,6,4,nitrosodiethylamine,DEN,00145,Single,Gavage,6 hr,10,mg/kg,Low
3017528017,570,7,1,nitrosodiethylamine,DEN,00145,Single,Gavage,9 hr,10,mg/kg,Low
3017528018,570,7,2,nitrosodiethylamine,DEN,00145,Single,Gavage,9 hr,10,mg/kg,Low
3017528019,570,7,3,nitrosodiethylamine,DEN,00145,Single,Gavage,9 hr,10,mg/kg,Low
3017528029,570,8,2,nitrosodiethylamine,DEN,00145,Single,Gavage,24 hr,10,mg/kg,Low
3017528030,570,8,4,nitrosodiethylamine,DEN,00145,Single,Gavage,24 hr,10,mg/kg,Low
3017529001,570,8,5,nitrosodiethylamine,DEN,00145,Single,Gavage,24 hr,10,mg/kg,Low
3017506025,570,9,2,nitrosodiethylamine,DEN,00145,Single,Gavage,3 hr,30,mg/kg,Middle
3017506026,570,9,4,nitrosodiethylamine,DEN,00145,Single,Gavage,3 hr,30,mg/kg,Middle
3017506027,570,9,5,nitrosodiethylamine,DEN,00145,Single,Gavage,3 hr,30,mg/kg,Middle
3017507007,570,10,2,nitrosodiethylamine,DEN,00145,Single,Gavage,6 hr,30,mg/kg,Middle
3017507008,570,10,3,nitrosodiethylamine,DEN,00145,Single,Gavage,6 hr,30,mg/kg,Middle
3017507009,570,10,5,nitrosodiethylamine,DEN,00145,Single,Gavage,6 hr,30,mg/kg,Middle
3017528020,570,11,2,nitrosodiethylamine,DEN,00145,Single,Gavage,9 hr,30,mg/kg,Middle
3017528021,570,11,3,nitrosodiethylamine,DEN,00145,Single,Gavage,9 hr,30,mg/kg,Middle
3017528022,570,11,4,nitrosodiethylamine,DEN,00145,Single,Gavage,9 hr,30,mg/kg,Middle
3017529002,570,12,1,nitrosodiethylamine,DEN,00145,Single,Gavage,24 hr,30,mg/kg,Middle
3017529003,570,12,3,nitrosodiethylamine,DEN,00145,Single,Gavage,24 hr,30,mg/kg,Middle
3017529004,570,12,4,nitrosodiethylamine,DEN,00145,Single,Gavage,24 hr,30,mg/kg,Middle
3017506028,570,13,2,nitrosodiethylamine,DEN,00145,Single,Gavage,3 hr,100,mg/kg,High
3017506029,570,13,4,nitrosodiethylamine,DEN,00145,Single,Gavage,3 hr,100,mg/kg,High
3017506030,570,13,5,nitrosodiethylamine,DEN,00145,Single,Gavage,3 hr,100,mg/kg,High
3017526021,570,14,1,nitrosodiethylamine,DEN,00145,Single,Gavage,6 hr,100,mg/kg,High
3017526022,570,14,3,nitrosodiethylamine,DEN,00145,Single,Gavage,6 hr,100,mg/kg,High
3017507012,570,14,4,nitrosodiethylamine,DEN,00145,Single,Gavage,6 hr,100,mg/kg,High
3017528023,570,15,2,nitrosodiethylamine,DEN,00145,Single,Gavage,9 hr,100,mg/kg,High
3017528024,570,15,3,nitrosodiethylamine,DEN,00145,Single,Gavage,9 hr,100,mg/kg,High
3017528025,570,15,4,nitrosodiethylamine,DEN,00145,Single,Gavage,9 hr,100,mg/kg,High
3017529005,570,16,1,nitrosodiethylamine,DEN,00145,Single,Gavage,24 hr,100,mg/kg,High
3017529006,570,16,2,nitrosodiethylamine,DEN,00145,Single,Gavage,24 hr,100,mg/kg,High
3017529007,570,16,5,nitrosodiethylamine,DEN,00145,Single,Gavage,24 hr,100,mg/kg,High
3017532014,571,1,1,nitrosodiethylamine,DEN,00145,Repeat,Gavage,4 day,0,mg/kg,Control
3017532015,571,1,2,nitrosodiethylamine,DEN,00145,Repeat,Gavage,4 day,0,mg/kg,Control
3017532016,571,1,5,nitrosodiethylamine,DEN,00145,Repeat,Gavage,4 day,0,mg/kg,Control
3017532026,571,2,3,nitrosodiethylamine,DEN,00145,Repeat,Gavage,8 day,0,mg/kg,Control
3017532027,571,2,4,nitrosodiethylamine,DEN,00145,Repeat,Gavage,8 day,0,mg/kg,Control
3017532028,571,2,5,nitrosodiethylamine,DEN,00145,Repeat,Gavage,8 day,0,mg/kg,Control
3017534018,571,3,2,nitrosodiethylamine,DEN,00145,Repeat,Gavage,15 day,0,mg/kg,Control
3017534019,571,3,3,nitrosodiethylamine,DEN,00145,Repeat,Gavage,15 day,0,mg/kg,Control
3017534020,571,3,5,nitrosodiethylamine,DEN,00145,Repeat,Gavage,15 day,0,mg/kg,Control
3017534028,571,4,2,nitrosodiethylamine,DEN,00145,Repeat,Gavage,29 day,0,mg/kg,Control
3017534029,571,4,3,nitrosodiethylamine,DEN,00145,Repeat,Gavage,29 day,0,mg/kg,Control
3017534030,571,4,4,nitrosodiethylamine,DEN,00145,Repeat,Gavage,29 day,0,mg/kg,Control
3017532017,571,5,1,nitrosodiethylamine,DEN,00145,Repeat,Gavage,4 day,3,mg/kg,Low
3017532018,571,5,2,nitrosodiethylamine,DEN,00145,Repeat,Gavage,4 day,3,mg/kg,Low
3017532019,571,5,3,nitrosodiethylamine,DEN,00145,Repeat,Gavage,4 day,3,mg/kg,Low
3017532029,571,6,1,nitrosodiethylamine,DEN,00145,Repeat,Gavage,8 day,3,mg/kg,Low
3017532030,571,6,2,nitrosodiethylamine,DEN,00145,Repeat,Gavage,8 day,3,mg/kg,Low
3017533001,571,6,4,nitrosodiethylamine,DEN,00145,Repeat,Gavage,8 day,3,mg/kg,Low
3017534021,571,7,3,nitrosodiethylamine,DEN,00145,Repeat,Gavage,15 day,3,mg/kg,Low
3017534022,571,7,4,nitrosodiethylamine,DEN,00145,Repeat,Gavage,15 day,3,mg/kg,Low
3017534023,571,7,5,nitrosodiethylamine,DEN,00145,Repeat,Gavage,15 day,3,mg/kg,Low
3017535023,571,8,3,nitrosodiethylamine,DEN,00145,Repeat,Gavage,29 day,3,mg/kg,Low
3017535024,571,8,4,nitrosodiethylamine,DEN,00145,Repeat,Gavage,29 day,3,mg/kg,Low
3017535025,571,8,5,nitrosodiethylamine,DEN,00145,Repeat,Gavage,29 day,3,mg/kg,Low
3017532020,571,9,3,nitrosodiethylamine,DEN,00145,Repeat,Gavage,4 day,10,mg/kg,Middle
3017532021,571,9,4,nitrosodiethylamine,DEN,00145,Repeat,Gavage,4 day,10,mg/kg,Middle
3017532022,571,9,5,nitrosodiethylamine,DEN,00145,Repeat,Gavage,4 day,10,mg/kg,Middle
3017533002,571,10,1,nitrosodiethylamine,DEN,00145,Repeat,Gavage,8 day,10,mg/kg,Middle
3017533003,571,10,3,nitrosodiethylamine,DEN,00145,Repeat,Gavage,8 day,10,mg/kg,Middle
3017533004,571,10,5,nitrosodiethylamine,DEN,00145,Repeat,Gavage,8 day,10,mg/kg,Middle
3017534024,571,11,2,nitrosodiethylamine,DEN,00145,Repeat,Gavage,15 day,10,mg/kg,Middle
3017534025,571,11,4,nitrosodiethylamine,DEN,00145,Repeat,Gavage,15 day,10,mg/kg,Middle
3017534026,571,11,5,nitrosodiethylamine,DEN,00145,Repeat,Gavage,15 day,10,mg/kg,Middle
3017535026,571,12,1,nitrosodiethylamine,DEN,00145,Repeat,Gavage,29 day,10,mg/kg,Middle
3017535027,571,12,3,nitrosodiethylamine,DEN,00145,Repeat,Gavage,29 day,10,mg/kg,Middle
3017535028,571,12,5,nitrosodiethylamine,DEN,00145,Repeat,Gavage,29 day,10,mg/kg,Middle
3017532023,571,13,3,nitrosodiethylamine,DEN,00145,Repeat,Gavage,4 day,30,mg/kg,High
3017532024,571,13,4,nitrosodiethylamine,DEN,00145,Repeat,Gavage,4 day,30,mg/kg,High
3017532025,571,13,5,nitrosodiethylamine,DEN,00145,Repeat,Gavage,4 day,30,mg/kg,High
3017533005,571,14,2,nitrosodiethylamine,DEN,00145,Repeat,Gavage,8 day,30,mg/kg,High
3017533006,571,14,3,nitrosodiethylamine,DEN,00145,Repeat,Gavage,8 day,30,mg/kg,High
3017533007,571,14,5,nitrosodiethylamine,DEN,00145,Repeat,Gavage,8 day,30,mg/kg,High
3017534027,571,15,5,nitrosodiethylamine,DEN,00145,Repeat,Gavage,15 day,30,mg/kg,High
3017536027,573,1,2,ticlopidine,TCP,00146,Repeat,Gavage,4 day,0,mg/kg,Control
3017536028,573,1,4,ticlopidine,TCP,00146,Repeat,Gavage,4 day,0,mg/kg,Control
3017536029,573,1,5,ticlopidine,TCP,00146,Repeat,Gavage,4 day,0,mg/kg,Control
3017537009,573,2,1,ticlopidine,TCP,00146,Repeat,Gavage,8 day,0,mg/kg,Control
3017537010,573,2,2,ticlopidine,TCP,00146,Repeat,Gavage,8 day,0,mg/kg,Control
3017537011,573,2,5,ticlopidine,TCP,00146,Repeat,Gavage,8 day,0,mg/kg,Control
3017538015,573,3,3,ticlopidine,TCP,00146,Repeat,Gavage,15 day,0,mg/kg,Control
3017538016,573,3,4,ticlopidine,TCP,00146,Repeat,Gavage,15 day,0,mg/kg,Control
3017538017,573,3,5,ticlopidine,TCP,00146,Repeat,Gavage,15 day,0,mg/kg,Control
3017538027,573,4,1,ticlopidine,TCP,00146,Repeat,Gavage,29 day,0,mg/kg,Control
3017538028,573,4,4,ticlopidine,TCP,00146,Repeat,Gavage,29 day,0,mg/kg,Control
3017538029,573,4,5,ticlopidine,TCP,00146,Repeat,Gavage,29 day,0,mg/kg,Control
3017536030,573,5,2,ticlopidine,TCP,00146,Repeat,Gavage,4 day,30,mg/kg,Low
3017537001,573,5,3,ticlopidine,TCP,00146,Repeat,Gavage,4 day,30,mg/kg,Low
3017537002,573,5,5,ticlopidine,TCP,00146,Repeat,Gavage,4 day,30,mg/kg,Low
3017537012,573,6,1,ticlopidine,TCP,00146,Repeat,Gavage,8 day,30,mg/kg,Low
3017537013,573,6,2,ticlopidine,TCP,00146,Repeat,Gavage,8 day,30,mg/kg,Low
3017537014,573,6,5,ticlopidine,TCP,00146,Repeat,Gavage,8 day,30,mg/kg,Low
3017538018,573,7,1,ticlopidine,TCP,00146,Repeat,Gavage,15 day,30,mg/kg,Low
3017538019,573,7,2,ticlopidine,TCP,00146,Repeat,Gavage,15 day,30,mg/kg,Low
3017538020,573,7,4,ticlopidine,TCP,00146,Repeat,Gavage,15 day,30,mg/kg,Low
3017538030,573,8,1,ticlopidine,TCP,00146,Repeat,Gavage,29 day,30,mg/kg,Low
3017539001,573,8,2,ticlopidine,TCP,00146,Repeat,Gavage,29 day,30,mg/kg,Low
3017539002,573,8,5,ticlopidine,TCP,00146,Repeat,Gavage,29 day,30,mg/kg,Low
3017537003,573,9,2,ticlopidine,TCP,00146,Repeat,Gavage,4 day,100,mg/kg,Middle
3017537004,573,9,4,ticlopidine,TCP,00146,Repeat,Gavage,4 day,100,mg/kg,Middle
3017537005,573,9,5,ticlopidine,TCP,00146,Repeat,Gavage,4 day,100,mg/kg,Middle
3017537015,573,10,1,ticlopidine,TCP,00146,Repeat,Gavage,8 day,100,mg/kg,Middle
3017537016,573,10,4,ticlopidine,TCP,00146,Repeat,Gavage,8 day,100,mg/kg,Middle
3017537017,573,10,5,ticlopidine,TCP,00146,Repeat,Gavage,8 day,100,mg/kg,Middle
3017538021,573,11,1,ticlopidine,TCP,00146,Repeat,Gavage,15 day,100,mg/kg,Middle
3017538022,573,11,2,ticlopidine,TCP,00146,Repeat,Gavage,15 day,100,mg/kg,Middle
3017538023,573,11,4,ticlopidine,TCP,00146,Repeat,Gavage,15 day,100,mg/kg,Middle
3017539003,573,12,2,ticlopidine,TCP,00146,Repeat,Gavage,29 day,100,mg/kg,Middle
3017539004,573,12,3,ticlopidine,TCP,00146,Repeat,Gavage,29 day,100,mg/kg,Middle
3017539005,573,12,4,ticlopidine,TCP,00146,Repeat,Gavage,29 day,100,mg/kg,Middle
3017537006,573,13,1,ticlopidine,TCP,00146,Repeat,Gavage,4 day,300,mg/kg,High
3017537007,573,13,3,ticlopidine,TCP,00146,Repeat,Gavage,4 day,300,mg/kg,High
3017537008,573,13,4,ticlopidine,TCP,00146,Repeat,Gavage,4 day,300,mg/kg,High
3017537018,573,14,2,ticlopidine,TCP,00146,Repeat,Gavage,8 day,300,mg/kg,High
3017537019,573,14,3,ticlopidine,TCP,00146,Repeat,Gavage,8 day,300,mg/kg,High
3017537020,573,14,4,ticlopidine,TCP,00146,Repeat,Gavage,8 day,300,mg/kg,High
3017567020,573,15,1,ticlopidine,TCP,00146,Repeat,Gavage,15 day,300,mg/kg,High
3017538025,573,15,3,ticlopidine,TCP,00146,Repeat,Gavage,15 day,300,mg/kg,High
3017538026,573,15,5,ticlopidine,TCP,00146,Repeat,Gavage,15 day,300,mg/kg,High
3017539006,573,16,2,ticlopidine,TCP,00146,Repeat,Gavage,29 day,300,mg/kg,High
3017539007,573,16,3,ticlopidine,TCP,00146,Repeat,Gavage,29 day,300,mg/kg,High
3017539008,573,16,4,ticlopidine,TCP,00146,Repeat,Gavage,29 day,300,mg/kg,High
3017470008,574,1,2,cisplatin,CSP,00132,Single,intravenous injection,3 hr,0,mg/kg,Control
3017470009,574,1,4,cisplatin,CSP,00132,Single,intravenous injection,3 hr,0,mg/kg,Control
3017503028,574,1,5,cisplatin,CSP,00132,Single,intravenous injection,3 hr,0,mg/kg,Control
3017470020,574,2,2,cisplatin,CSP,00132,Single,intravenous injection,6 hr,0,mg/kg,Control
3017470021,574,2,4,cisplatin,CSP,00132,Single,intravenous injection,6 hr,0,mg/kg,Control
3017470022,574,2,5,cisplatin,CSP,00132,Single,intravenous injection,6 hr,0,mg/kg,Control
3017471002,574,3,2,cisplatin,CSP,00132,Single,intravenous injection,9 hr,0,mg/kg,Control
3017504022,574,3,3,cisplatin,CSP,00132,Single,intravenous injection,9 hr,0,mg/kg,Control
3017471004,574,3,4,cisplatin,CSP,00132,Single,intravenous injection,9 hr,0,mg/kg,Control
3017471014,574,4,2,cisplatin,CSP,00132,Single,intravenous injection,24 hr,0,mg/kg,Control
3017471015,574,4,4,cisplatin,CSP,00132,Single,intravenous injection,24 hr,0,mg/kg,Control
3017471016,574,4,5,cisplatin,CSP,00132,Single,intravenous injection,24 hr,0,mg/kg,Control
3017470011,574,5,1,cisplatin,CSP,00132,Single,intravenous injection,3 hr,0,mg/kg,Low
3017470012,574,5,3,cisplatin,CSP,00132,Single,intravenous injection,3 hr,0,mg/kg,Low
3017470013,574,5,4,cisplatin,CSP,00132,Single,intravenous injection,3 hr,0,mg/kg,Low
3017470023,574,6,2,cisplatin,CSP,00132,Single,intravenous injection,6 hr,0,mg/kg,Low
3017470024,574,6,3,cisplatin,CSP,00132,Single,intravenous injection,6 hr,0,mg/kg,Low
3017470025,574,6,4,cisplatin,CSP,00132,Single,intravenous injection,6 hr,0,mg/kg,Low
3017471005,574,7,1,cisplatin,CSP,00132,Single,intravenous injection,9 hr,0,mg/kg,Low
3017471006,574,7,3,cisplatin,CSP,00132,Single,intravenous injection,9 hr,0,mg/kg,Low
3017471007,574,7,4,cisplatin,CSP,00132,Single,intravenous injection,9 hr,0,mg/kg,Low
3017471017,574,8,1,cisplatin,CSP,00132,Single,intravenous injection,24 hr,0,mg/kg,Low
3017471018,574,8,3,cisplatin,CSP,00132,Single,intravenous injection,24 hr,0,mg/kg,Low
3017471019,574,8,4,cisplatin,CSP,00132,Single,intravenous injection,24 hr,0,mg/kg,Low
3017503029,574,9,1,cisplatin,CSP,00132,Single,intravenous injection,3 hr,1,mg/kg,Middle
3017503030,574,9,2,cisplatin,CSP,00132,Single,intravenous injection,3 hr,1,mg/kg,Middle
3017504020,574,9,5,cisplatin,CSP,00132,Single,intravenous injection,3 hr,1,mg/kg,Middle
3017470026,574,10,1,cisplatin,CSP,00132,Single,intravenous injection,6 hr,1,mg/kg,Middle
3017470027,574,10,3,cisplatin,CSP,00132,Single,intravenous injection,6 hr,1,mg/kg,Middle
3017470028,574,10,4,cisplatin,CSP,00132,Single,intravenous injection,6 hr,1,mg/kg,Middle
3017471008,574,11,1,cisplatin,CSP,00132,Single,intravenous injection,9 hr,1,mg/kg,Middle
3017471009,574,11,2,cisplatin,CSP,00132,Single,intravenous injection,9 hr,1,mg/kg,Middle
3017471010,574,11,5,cisplatin,CSP,00132,Single,intravenous injection,9 hr,1,mg/kg,Middle
3017471020,574,12,2,cisplatin,CSP,00132,Single,intravenous injection,24 hr,1,mg/kg,Middle
3017471021,574,12,4,cisplatin,CSP,00132,Single,intravenous injection,24 hr,1,mg/kg,Middle
3017471022,574,12,5,cisplatin,CSP,00132,Single,intravenous injection,24 hr,1,mg/kg,Middle
3017470017,574,13,2,cisplatin,CSP,00132,Single,intravenous injection,3 hr,3,mg/kg,High
3017504021,574,13,3,cisplatin,CSP,00132,Single,intravenous injection,3 hr,3,mg/kg,High
3017470019,574,13,5,cisplatin,CSP,00132,Single,intravenous injection,3 hr,3,mg/kg,High
3017470029,574,14,1,cisplatin,CSP,00132,Single,intravenous injection,6 hr,3,mg/kg,High
3017470030,574,14,3,cisplatin,CSP,00132,Single,intravenous injection,6 hr,3,mg/kg,High
3017471001,574,14,5,cisplatin,CSP,00132,Single,intravenous injection,6 hr,3,mg/kg,High
3017471011,574,15,1,cisplatin,CSP,00132,Single,intravenous injection,9 hr,3,mg/kg,High
3017471012,574,15,3,cisplatin,CSP,00132,Single,intravenous injection,9 hr,3,mg/kg,High
3017471013,574,15,4,cisplatin,CSP,00132,Single,intravenous injection,9 hr,3,mg/kg,High
3017471023,574,16,3,cisplatin,CSP,00132,Single,intravenous injection,24 hr,3,mg/kg,High
3017471024,574,16,4,cisplatin,CSP,00132,Single,intravenous injection,24 hr,3,mg/kg,High
3017471025,574,16,5,cisplatin,CSP,00132,Single,intravenous injection,24 hr,3,mg/kg,High
3017472018,575,1,3,cisplatin,CSP,00132,Repeat,intravenous injection,4 day,0,mg/kg,Control
3017472019,575,1,4,cisplatin,CSP,00132,Repeat,intravenous injection,4 day,0,mg/kg,Control
3017472020,575,1,5,cisplatin,CSP,00132,Repeat,intravenous injection,4 day,0,mg/kg,Control
3017472030,575,2,1,cisplatin,CSP,00132,Repeat,intravenous injection,8 day,0,mg/kg,Control
3017473001,575,2,2,cisplatin,CSP,00132,Repeat,intravenous injection,8 day,0,mg/kg,Control
3017473002,575,2,4,cisplatin,CSP,00132,Repeat,intravenous injection,8 day,0,mg/kg,Control
3017471026,575,3,1,cisplatin,CSP,00132,Repeat,intravenous injection,15 day,0,mg/kg,Control
3017471027,575,3,4,cisplatin,CSP,00132,Repeat,intravenous injection,15 day,0,mg/kg,Control
3017471028,575,3,5,cisplatin,CSP,00132,Repeat,intravenous injection,15 day,0,mg/kg,Control
3017472008,575,4,1,cisplatin,CSP,00132,Repeat,intravenous injection,29 day,0,mg/kg,Control
3017472009,575,4,3,cisplatin,CSP,00132,Repeat,intravenous injection,29 day,0,mg/kg,Control
3017472010,575,4,4,cisplatin,CSP,00132,Repeat,intravenous injection,29 day,0,mg/kg,Control
3017472021,575,5,3,cisplatin,CSP,00132,Repeat,intravenous injection,4 day,0,mg/kg,Low
3017472022,575,5,4,cisplatin,CSP,00132,Repeat,intravenous injection,4 day,0,mg/kg,Low
3017472023,575,5,5,cisplatin,CSP,00132,Repeat,intravenous injection,4 day,0,mg/kg,Low
3017473003,575,6,2,cisplatin,CSP,00132,Repeat,intravenous injection,8 day,0,mg/kg,Low
3017473004,575,6,3,cisplatin,CSP,00132,Repeat,intravenous injection,8 day,0,mg/kg,Low
3017473005,575,6,4,cisplatin,CSP,00132,Repeat,intravenous injection,8 day,0,mg/kg,Low
3017471029,575,7,3,cisplatin,CSP,00132,Repeat,intravenous injection,15 day,0,mg/kg,Low
3017471030,575,7,4,cisplatin,CSP,00132,Repeat,intravenous injection,15 day,0,mg/kg,Low
3017472001,575,7,5,cisplatin,CSP,00132,Repeat,intravenous injection,15 day,0,mg/kg,Low
3017472011,575,8,1,cisplatin,CSP,00132,Repeat,intravenous injection,29 day,0,mg/kg,Low
3017472012,575,8,3,cisplatin,CSP,00132,Repeat,intravenous injection,29 day,0,mg/kg,Low
3017472013,575,8,5,cisplatin,CSP,00132,Repeat,intravenous injection,29 day,0,mg/kg,Low
3017472024,575,9,1,cisplatin,CSP,00132,Repeat,intravenous injection,4 day,0,mg/kg,Middle
3017472025,575,9,2,cisplatin,CSP,00132,Repeat,intravenous injection,4 day,0,mg/kg,Middle
3017472026,575,9,4,cisplatin,CSP,00132,Repeat,intravenous injection,4 day,0,mg/kg,Middle
3017473006,575,10,2,cisplatin,CSP,00132,Repeat,intravenous injection,8 day,0,mg/kg,Middle
